home_team_rank,away_team_rank,home_team_form,away_team_form,home_goal_diff,away_goal_diff,tournament_importance,is_neutral,h2h_points_diff,goal_diff,result
76.0,186.0,4,0,-1.0,-2.4,1,1,3,1,1
119.0,179.0,9,0,0.6,-3.6,2,0,3,2,1
187.0,179.0,1,0,-1.6666666666666667,-3.8,2,1,0,5,1
76.0,86.0,6,1,-0.8,-1.8,1,1,-1,0,0
119.0,154.0,9,4,0.0,-2.8,2,0,4,4,1
78.0,185.0,7,1,0.0,-2.4,1,1,0,4,1
54.0,35.0,6,12,-1.0,1.6,1,0,3,-1,2
69.0,78.0,11,7,4.2,0.2,1,0,-7,-1,2
154.0,179.0,4,0,-3.0,-4.4,2,1,6,2,1
86.0,186.0,1,0,-1.8,-2.4,1,1,0,1,1
119.0,187.0,9,4,0.6,0.0,2,0,0,6,1
69.0,76.0,8,7,3.0,-0.6,1,0,4,1,1
78.0,86.0,10,4,0.8,-0.8,1,1,-1,2,1
68.0,80.0,10,13,3.2,1.6,1,0,-9,-1,2
73.0,87.0,7,4,-0.2,-0.8,1,1,1,1,1
17.0,101.0,10,4,1.2,-1.4,3,0,0,7,1
164.0,56.0,0,11,-2.4,1.0,3,0,0,-2,2
89.0,31.0,7,0,0.0,-1.6,3,0,0,-3,2
93.0,63.0,7,7,1.2,-0.2,3,0,0,-1,2
22.0,30.0,5,5,-0.2,-0.2,1,0,0,-1,2
7.0,49.0,12,6,1.0,-0.2,3,0,3,2,1
15.0,4.0,5,9,-0.2,0.8,3,0,0,-1,2
11.0,27.0,7,13,0.4,1.4,3,0,3,2,1
2.0,35.0,13,15,1.2,2.0,3,0,0,0,0
54.0,79.0,6,7,-0.4,1.0,3,0,0,0,0
34.0,13.0,13,7,1.2,0.2,3,0,0,-2,2
47.0,138.0,8,3,0.8,-4.0,3,0,0,5,1
67.0,5.0,7,6,-0.8,0.2,3,0,-3,-3,2
10.0,25.0,8,6,0.2,0.0,3,0,0,0,0
9.0,18.0,10,11,1.2,1.6,3,0,0,9,1
14.0,127.0,15,1,1.0,-2.8,3,0,0,2,1
46.0,103.0,6,7,-0.6,0.0,3,0,3,2,1
68.0,87.0,9,4,3.0,-0.6,1,0,13,4,1
80.0,73.0,15,10,1.8,0.4,1,1,7,-2,2
33.0,60.0,12,9,2.2,0.8,3,0,8,3,1
70.0,40.0,9,5,2.0,-1.8,1,0,3,2,1
22.0,32.0,4,5,-0.4,-0.4,1,0,0,-1,2
126.0,28.0,0,4,-1.8,-0.8,1,0,-3,0,0
101.0,10.0,4,8,-2.2,0.2,3,0,0,-1,2
2.0,89.0,13,4,1.2,-1.0,3,0,3,2,1
5.0,53.0,8,4,0.8,-0.2,3,0,-1,2,1
4.0,93.0,11,4,1.0,0.0,3,0,0,0,0
40.0,20.0,4,9,-2.2,0.6,1,0,-3,3,1
37.0,1.0,12,10,1.4,1.2,1,0,-3,-2,2
66.0,34.0,6,10,-0.6,0.2,3,0,0,0,0
138.0,17.0,3,10,-4.2,2.2,3,0,0,-5,2
49.0,90.0,5,5,-0.6,-1.6,3,0,1,-1,2
127.0,30.0,1,7,-1.8,0.0,3,0,0,-2,2
103.0,67.0,4,4,-0.6,-1.6,3,0,-1,0,0
8.0,6.0,6,10,0.2,0.6,1,0,3,0,0
27.0,14.0,10,15,0.4,1.2,3,0,-1,-1,2
31.0,164.0,3,0,-0.8,-2.4,3,0,0,5,1
150.0,9.0,0,10,-3.6,2.0,3,0,0,-6,2
26.0,7.0,8,12,-0.2,1.2,3,0,0,-1,2
25.0,47.0,4,11,-0.6,2.2,3,0,0,0,0
63.0,77.0,9,9,0.0,-0.2,3,0,3,2,1
35.0,56.0,13,11,1.2,0.8,3,0,0,0,0
82.0,78.0,4,11,-1.0,1.0,1,0,11,3,1
72.0,94.0,8,7,0.6,0.4,2,0,-1,3,1
81.0,24.0,4,13,-0.8,1.2,2,0,3,1,1
130.0,59.0,7,9,0.2,0.4,2,0,-3,0,0
106.0,29.0,8,8,1.2,0.6,2,0,0,-2,2
39.0,96.0,11,8,0.6,2.0,2,0,-4,1,1
78.0,139.0,8,12,0.2,0.6,2,0,-3,2,1
82.0,83.0,4,7,-0.6,0.0,2,0,6,1,1
19.0,75.0,10,4,1.0,-0.2,2,0,0,0,0
88.0,44.0,4,6,-0.4,-0.4,2,0,3,-5,2
12.0,55.0,10,4,1.0,-1.2,1,0,-1,0,0
126.0,28.0,1,5,-1.4,-0.4,1,0,-2,0,0
115.0,155.0,3,1,-1.4,-2.0,1,0,4,0,0
20.0,30.0,9,6,0.2,-0.2,1,0,7,-2,2
142.0,167.0,7,4,0.4,-2.0,1,1,1,0,0
101.0,60.0,1,7,-1.2,0.0,2,0,0,-1,2
177.0,155.0,6,2,-1.2,-1.4,1,1,3,-4,2
142.0,166.0,5,0,0.0,-2.4,1,1,1,-1,2
115.0,177.0,4,6,-0.6,-1.0,1,0,4,2,1
166.0,167.0,3,2,-1.8,-2.2,1,1,4,-1,2
69.0,93.0,5,4,-1.0,-1.0,1,0,3,0,0
18.0,150.0,10,0,-0.2,-3.8,3,0,-3,7,1
52.0,21.0,4,4,-0.4,-0.6,1,0,7,0,0
6.0,4.0,6,9,0.0,0.6,1,0,-2,0,0
17.0,27.0,5,10,-0.2,0.8,1,0,-1,0,0
56.0,12.0,4,9,-0.6,0.6,3,0,3,-3,2
3.0,28.0,11,7,1.4,-0.4,1,0,0,-1,2
35.0,51.0,10,12,0.2,0.8,1,0,1,0,0
45.0,10.0,9,10,1.4,1.0,1,0,3,0,0
46.0,14.0,10,15,1.4,1.2,1,0,0,2,1
66.0,92.0,4,3,-1.0,-0.4,3,0,-1,0,0
124.0,48.0,3,11,-2.0,0.8,1,0,0,-1,2
9.0,19.0,7,8,0.4,0.4,1,0,-3,-1,2
20.0,13.0,9,8,0.2,0.6,1,0,-4,1,1
32.0,5.0,7,12,-0.2,1.0,1,0,3,1,1
11.0,25.0,8,3,0.2,-0.6,1,0,2,1,1
73.0,57.0,7,4,1.0,-0.4,1,0,0,0,0
155.0,166.0,5,3,0.0,-1.6,1,1,-3,1,1
115.0,167.0,7,5,0.0,-1.2,1,0,2,1,1
115.0,155.0,7,8,0.0,0.4,1,0,5,2,1
167.0,166.0,4,3,-1.4,-1.4,1,1,-1,2,1
179.0,195.0,3,0,-0.8,0.0,2,0,0,6,1
110.0,157.0,6,4,-0.8,-1.6,2,1,-13,3,1
8.0,6.0,13,4,3.4,-0.2,1,0,-3,2,1
125.0,160.0,7,7,2.2,-0.8,2,1,0,0,0
72.0,27.0,12,8,2.6,0.6,1,0,0,2,1
179.0,157.0,6,4,0.6,-1.2,2,0,3,3,1
110.0,195.0,8,0,-0.2,-6.0,2,1,0,7,1
83.0,81.0,6,7,-0.2,0.0,2,0,9,0,0
179.0,110.0,9,10,1.4,1.2,2,0,3,-1,2
157.0,195.0,3,0,-1.8,-6.5,2,1,0,3,1
39.0,27.0,7,7,0.2,0.2,1,0,0,0,0
159.0,87.0,1,7,-1.8,0.0,1,0,0,1,1
33.0,89.0,6,2,0.4,-0.6,1,0,0,0,0
26.0,23.0,2,10,-1.4,0.6,1,0,4,2,1
12.0,40.0,11,7,1.2,0.2,1,0,-1,6,1
109.0,70.0,12,12,2.0,1.2,1,1,0,-2,2
102.0,83.0,0,4,-1.4,-0.4,2,0,3,0,0
107.0,36.0,5,13,0.2,0.8,1,0,0,-1,2
14.0,40.0,12,7,0.6,-0.6,1,0,-1,1,1
160.0,91.0,2,3,-0.6,-1.4,2,0,1,-2,2
93.0,73.0,2,10,-1.2,0.6,1,0,0,1,1
23.0,65.0,4,9,-0.6,2.0,1,0,0,3,1
88.0,31.0,4,6,-1.2,0.0,1,1,4,1,1
38.0,69.0,13,6,2.2,-0.4,1,0,-3,-1,2
27.0,66.0,0,6,-1.0,-0.4,1,1,0,0,0
149.0,128.0,5,8,-0.6,0.4,1,0,4,-1,2
12.0,56.0,11,4,2.2,-1.0,3,0,0,1,1
74.0,87.0,8,7,0.2,0.0,1,0,5,0,0
93.0,73.0,5,7,-0.8,0.2,1,0,3,2,1
41.0,27.0,9,1,0.8,-0.8,1,0,0,0,0
71.0,40.0,12,4,2.8,-1.2,1,0,5,1,1
101.0,109.0,13,12,2.4,2.2,1,1,2,2,1
55.0,73.0,5,6,-0.8,-0.2,1,1,-1,2,1
3.0,100.0,8,5,0.8,-0.4,3,0,-3,5,1
29.0,30.0,7,9,-0.2,0.2,3,0,-3,2,1
92.0,12.0,3,13,-0.4,2.4,3,0,-1,-1,2
103.0,134.0,4,3,-1.6,-4.0,3,0,3,4,1
96.0,52.0,2,5,-1.0,-0.2,3,0,3,2,1
1.0,9.0,10,4,1.4,-0.2,1,0,-3,0,0
18.0,89.0,5,2,-0.2,-0.6,3,0,-1,1,1
11.0,14.0,10,12,1.0,0.6,3,0,4,0,0
85.0,5.0,8,9,0.0,0.2,3,0,3,-2,2
114.0,21.0,1,10,-1.6,0.4,3,0,3,0,0
57.0,42.0,2,9,-0.8,0.6,3,0,-6,-2,2
2.0,33.0,13,7,1.4,0.6,3,0,0,-1,2
56.0,37.0,4,8,-0.6,0.0,3,0,6,-1,2
48.0,90.0,13,3,1.0,-1.4,3,0,-1,2,1
4.0,82.0,7,6,0.2,-1.2,3,0,-3,4,1
63.0,72.0,2,8,-1.2,1.2,3,0,3,-1,2
15.0,25.0,13,5,3.4,-0.4,3,0,-3,1,1
10.0,44.0,10,9,0.4,1.4,3,0,-1,2,1
26.0,128.0,5,8,0.0,0.2,2,0,-1,2,1
8.0,152.0,13,0,3.6,-4.2,3,0,-3,9,1
71.0,125.0,12,7,1.4,2.2,1,0,-6,7,1
107.0,95.0,4,7,0.0,0.0,2,0,3,1,1
22.0,165.0,11,0,1.0,-2.6,3,0,-3,4,1
77.0,87.0,8,8,0.0,0.2,2,0,0,0,0
43.0,188.0,8,1,0.6,0.0,2,0,-1,1,1
93.0,55.0,8,8,0.2,0.4,1,0,0,-1,2
76.0,59.0,4,7,-1.0,0.0,2,0,6,2,1
32.0,17.0,12,12,1.4,1.2,3,0,0,5,1
41.0,66.0,7,4,-0.2,-0.6,1,0,0,0,0
74.0,94.0,9,6,0.8,0.0,2,0,-1,2,1
19.0,80.0,8,1,0.2,-1.0,2,0,-1,1,1
28.0,68.0,10,11,1.0,1.6,2,0,7,2,1
36.0,132.0,13,8,0.8,0.8,2,0,-3,0,0
40.0,125.0,4,4,-1.0,0.4,1,1,4,1,1
1.0,9.0,10,4,1.4,-0.2,1,0,-2,2,1
92.0,72.0,3,8,-0.4,1.2,3,0,0,-1,2
165.0,2.0,0,10,-3.0,0.8,3,1,3,-1,2
90.0,22.0,3,11,-1.4,1.4,3,0,-1,0,0
30.0,11.0,9,8,0.2,0.4,3,0,2,0,0
5.0,21.0,12,10,1.0,0.4,3,0,-3,1,1
85.0,52.0,7,4,-0.4,-0.6,3,0,5,-1,2
114.0,96.0,2,4,-0.6,-0.6,3,0,3,0,0
37.0,63.0,8,2,0.0,-1.2,3,0,-1,-1,2
44.0,25.0,6,5,0.6,-0.2,3,0,-1,-1,2
126.0,29.0,1,9,-1.6,0.2,3,0,3,-1,2
13.0,7.0,7,8,0.4,0.4,1,1,-3,0,0
100.0,57.0,5,2,-1.0,-1.0,3,0,3,0,0
15.0,134.0,13,3,3.0,-3.4,3,0,-3,8,1
10.0,103.0,10,7,0.4,-0.6,3,0,-3,4,1
33.0,48.0,10,13,1.0,1.2,3,0,0,1,1
51.0,4.0,10,9,0.4,1.0,3,0,3,0,0
82.0,18.0,6,8,-1.2,0.2,3,1,-3,-2,2
101.0,40.0,15,4,2.8,-1.4,1,1,-2,2,1
71.0,109.0,12,9,2.2,1.6,1,0,6,5,1
6.0,35.0,4,7,-0.2,-0.2,1,1,0,0,0
71.0,101.0,15,15,3.4,3.0,1,0,6,1,1
118.0,55.0,2,10,-0.8,0.6,1,0,4,1,1
6.0,13.0,2,8,-0.8,0.6,1,1,0,1,1
26.0,81.0,5,8,-0.2,0.6,1,0,6,-1,2
75.0,104.0,4,13,-1.2,2.0,1,0,0,0,0
32.0,66.0,6,5,0.2,-0.4,1,0,3,0,0
21.0,74.0,9,7,0.2,0.0,1,0,3,-1,2
39.0,14.0,8,5,0.0,-0.2,1,1,-3,-2,2
40.0,131.0,11,7,0.6,-0.4,1,0,0,1,1
183.0,91.0,1,3,-0.5,-1.2,2,0,0,1,1
107.0,23.0,13,9,2.0,0.2,1,1,0,0,0
89.0,136.0,6,9,0.0,0.0,2,0,3,1,1
72.0,104.0,8,4,0.8,-0.8,2,0,0,2,1
62.0,28.0,7,5,-0.2,-0.2,2,0,5,0,0
29.0,53.0,6,4,0.0,-0.4,1,0,3,1,1
96.0,80.0,6,2,-0.2,-0.6,2,0,-3,3,1
81.0,78.0,1,4,-1.0,-0.2,2,0,6,1,1
99.0,26.0,4,10,-0.6,1.2,2,0,5,2,1
133.0,100.0,8,5,0.8,1.2,2,0,-1,0,0
127.0,71.0,8,7,0.2,-0.4,2,1,3,0,0
115.0,66.0,5,6,-0.4,0.0,1,0,3,3,1
92.0,107.0,1,11,-3.0,1.8,1,0,-6,1,1
40.0,131.0,11,6,0.6,-0.6,1,0,3,2,1
104.0,34.0,3,11,-1.2,0.6,1,0,-3,-1,2
66.0,115.0,6,8,-0.4,0.4,1,0,6,3,1
92.0,107.0,4,8,-2.4,0.2,1,0,-3,0,0
21.0,32.0,6,6,-0.4,0.2,1,0,3,1,1
8.0,50.0,8,6,0.4,-0.4,1,0,0,0,0
1.0,55.0,13,5,2.4,-0.4,1,0,0,3,1
131.0,108.0,6,9,-0.4,1.6,1,0,0,-1,2
21.0,53.0,6,1,-0.8,-1.2,3,0,5,0,0
66.0,42.0,6,5,0.0,-0.4,3,1,-1,1,1
102.0,107.0,9,6,0.0,0.0,1,0,3,-1,2
83.0,39.0,11,7,1.0,-0.4,1,0,-1,0,0
1.0,115.0,13,8,2.2,0.2,3,1,3,7,1
29.0,14.0,8,5,0.2,0.0,3,1,0,-1,2
131.0,108.0,3,9,-1.0,1.0,1,0,-3,0,0
8.0,49.0,9,7,0.6,0.2,3,1,10,2,1
118.0,107.0,1,6,-1.6,0.0,1,0,0,1,1
74.0,32.0,7,5,0.0,0.0,3,1,10,-1,2
50.0,112.0,4,7,-0.8,1.0,1,1,3,0,0
21.0,42.0,7,2,-0.2,-0.8,3,0,-4,4,1
66.0,53.0,8,2,0.2,-0.6,3,1,5,1,1
1.0,14.0,13,7,2.8,0.2,3,1,9,1,1
29.0,115.0,8,7,0.6,-1.2,3,1,2,3,1
118.0,107.0,4,5,-0.6,-0.2,1,0,3,-4,2
8.0,32.0,9,7,0.6,0.2,3,1,-1,-3,2
149.0,62.0,4,5,-0.8,-0.6,1,0,0,-1,2
74.0,49.0,4,7,-0.4,0.0,3,1,3,1,1
53.0,42.0,2,2,-0.6,-1.4,3,1,0,0,0
21.0,66.0,10,10,1.0,0.4,3,0,8,1,1
1.0,29.0,13,10,2.6,1.2,3,1,6,1,1
103.0,104.0,1,3,-1.2,-1.0,1,0,0,-2,2
14.0,115.0,7,6,0.2,-1.8,3,1,3,2,1
32.0,49.0,7,6,0.4,-0.2,3,1,3,1,1
74.0,8.0,7,6,0.0,-0.2,3,1,0,-2,2
95.0,40.0,7,13,0.0,1.0,1,1,0,-2,2
39.0,107.0,5,7,-0.8,0.6,1,1,0,0,0
14.0,66.0,9,9,0.6,0.2,3,1,7,0,0
21.0,74.0,10,7,1.0,-0.2,3,0,0,0,0
1.0,8.0,15,8,2.8,0.2,3,1,-2,1,1
29.0,32.0,9,10,1.0,0.8,3,1,7,1,1
85.0,118.0,9,4,1.2,-1.2,1,0,0,3,1
41.0,40.0,3,13,-1.8,1.2,1,1,1,1,1
74.0,29.0,7,9,-0.2,0.6,3,1,5,0,0
14.0,1.0,10,15,0.8,2.6,3,1,15,-2,2
39.0,107.0,6,8,-0.2,0.8,1,1,1,1,1
41.0,40.0,6,10,-0.4,0.8,1,1,4,-4,2
131.0,101.0,1,4,-1.2,-1.2,1,0,3,1,1
29.0,14.0,7,7,0.4,0.0,3,1,-3,-1,2
67.0,40.0,6,12,0.0,1.6,1,1,-3,1,1
1.0,74.0,15,5,2.4,-0.4,3,1,4,3,1
131.0,101.0,4,4,-0.6,-1.0,1,0,6,4,1
89.0,183.0,6,4,0.0,0.0,2,0,0,4,1
92.0,100.0,5,3,-1.4,-0.4,1,0,6,0,0
1.0,5.0,15,10,1.6,1.8,1,1,0,4,1
178.0,194.0,5,0,-0.8,-5.5,1,0,0,3,1
78.0,88.0,4,11,-1.2,1.8,1,0,0,1,1
53.0,38.0,3,6,-0.4,-0.2,1,1,0,0,0
134.0,108.0,6,6,-0.4,-0.2,1,1,0,0,0
11.0,40.0,7,9,0.0,1.2,1,0,-4,4,1
123.0,194.0,1,0,-2.6,-4.666666666666667,1,1,0,1,1
134.0,196.0,4,0,-0.6,-6.0,1,1,0,3,1
140.0,117.0,1,4,-3.0,-0.8,1,1,6,0,0
11.0,38.0,10,6,1.0,-0.2,1,0,-6,0,0
40.0,53.0,6,3,0.0,-0.4,1,1,3,0,0
91.0,76.0,6,6,-1.0,-0.4,1,1,1,-2,2
5.0,102.0,9,7,1.0,0.6,1,1,0,2,1
100.0,172.0,3,4,-0.4,-1.0,1,1,0,1,1
178.0,123.0,8,3,0.0,-2.4,1,0,4,0,0
38.0,40.0,7,4,0.2,-0.4,1,1,0,-4,2
11.0,53.0,8,4,0.6,-0.2,1,0,9,1,1
196.0,108.0,0,7,-5.0,0.0,1,1,0,-2,2
102.0,1.0,4,15,0.0,2.2,1,1,0,-2,2
78.0,180.0,4,1,-1.2,-1.8,1,1,0,9,1
112.0,158.0,7,1,0.2,-2.8,1,1,5,9,1
134.0,123.0,4,4,-0.2,-1.8,1,1,0,1,1
83.0,29.0,2,5,-1.0,-0.2,1,0,6,0,0
178.0,108.0,6,7,-0.4,0.2,1,0,7,1,1
111.0,175.0,5,4,0.4,-1.6,1,1,5,1,1
103.0,118.0,6,4,-0.8,-1.4,1,1,-3,1,1
1.0,40.0,15,7,2.4,0.6,1,1,-3,6,1
100.0,117.0,5,5,-0.2,-0.2,1,1,-1,3,1
158.0,78.0,1,7,-4.0,0.8,1,1,0,-3,2
127.0,180.0,7,1,0.0,-3.4,1,1,6,3,1
111.0,118.0,5,3,-0.2,-1.6,1,1,8,6,1
178.0,100.0,8,8,-0.2,0.6,1,0,3,0,0
128.0,105.0,7,10,1.0,1.2,2,0,0,-1,2
127.0,112.0,10,7,1.0,1.4,1,1,0,-2,2
180.0,158.0,0,1,-4.0,-4.0,1,1,6,-1,2
11.0,1.0,10,15,0.8,3.4,1,0,9,1,1
175.0,118.0,1,3,-2.2,-2.6,1,1,0,-5,2
105.0,87.0,10,5,0.4,-1.4,2,1,0,2,1
158.0,127.0,3,7,-3.8,0.0,1,1,3,0,0
112.0,78.0,10,10,2.0,2.0,1,1,15,0,0
111.0,103.0,8,6,1.2,-0.8,1,1,7,0,0
46.0,43.0,10,6,0.8,-1.0,1,0,0,1,1
178.0,134.0,9,7,0.8,0.2,1,0,0,0,0
128.0,87.0,4,5,-0.2,-0.4,2,0,1,1,1
32.0,93.0,13,3,0.8,-1.2,1,0,11,0,0
85.0,75.0,8,11,0.8,1.0,2,0,3,2,1
180.0,112.0,0,10,-3.6,2.0,1,1,3,-2,2
78.0,127.0,11,7,2.6,0.0,1,1,3,7,1
175.0,103.0,0,4,-3.2,-1.0,1,1,6,-2,2
78.0,103.0,13,7,4.0,0.2,1,1,-1,2,1
111.0,112.0,9,13,1.4,2.8,1,1,3,-1,2
32.0,57.0,11,8,0.6,0.0,1,0,-1,-1,2
111.0,103.0,8,7,1.2,0.0,1,1,8,0,0
78.0,112.0,13,13,4.2,2.8,1,1,11,2,1
75.0,172.0,8,4,0.0,-1.0,2,0,0,4,1
93.0,70.0,4,6,-1.0,-1.4,1,0,0,-1,2
92.0,27.0,2,13,-0.6,2.0,1,0,-1,-2,2
33.0,60.0,2,3,-0.6,-0.8,1,0,0,-1,2
67.0,9.0,6,13,0.0,1.6,1,0,0,0,0
3.0,54.0,12,8,1.0,0.2,1,0,0,3,1
17.0,13.0,10,3,0.6,-0.6,1,0,0,0,0
86.0,89.0,7,1,-0.2,-1.6,1,0,3,2,1
104.0,47.0,3,10,-0.4,0.8,1,0,6,-1,2
35.0,91.0,5,3,-0.4,-1.6,1,0,0,2,1
48.0,98.0,5,5,0.4,-1.0,1,0,0,0,0
133.0,90.0,3,5,-4.2,-0.2,1,0,0,0,0
71.0,2.0,6,10,-0.4,0.8,1,0,0,-1,2
10.0,52.0,15,5,2.6,-0.4,1,0,0,1,1
26.0,8.0,10,13,0.6,5.2,1,0,-1,-1,2
12.0,156.0,13,0,4.2,-2.8,1,0,0,4,1
23.0,25.0,8,15,0.4,2.6,1,0,2,1,1
62.0,94.0,11,3,1.8,-0.4,3,0,-3,2,1
15.0,20.0,10,9,0.4,-0.4,1,0,-1,0,0
24.0,34.0,9,7,1.0,-0.2,1,0,-1,0,0
42.0,68.0,5,9,-0.8,0.4,1,0,0,1,1
88.0,99.0,8,4,0.8,-1.6,1,0,3,4,1
37.0,91.0,8,3,0.4,-1.6,1,0,3,3,1
8.0,123.0,5,3,-0.4,-1.6,3,0,-3,1,1
52.0,110.0,3,3,-0.4,-2.4,1,0,3,0,0
75.0,44.0,9,10,-0.4,0.6,1,0,1,0,0
97.0,42.0,7,6,0.0,-1.0,1,0,7,1,1
95.0,63.0,2,5,-0.8,-0.6,3,0,0,0,0
6.0,1.0,7,12,0.0,2.8,1,0,-1,2,1
20.0,7.0,7,15,-1.0,5.4,3,0,3,-2,2
103.0,12.0,3,15,-2.4,5.0,3,0,3,0,0
93.0,86.0,2,6,-0.8,-1.2,3,0,3,-1,2
90.0,32.0,6,7,0.2,0.0,3,0,0,-1,2
8.0,38.0,8,12,0.0,2.0,3,0,2,1,1
17.0,54.0,8,8,0.4,0.0,3,0,-1,1,1
14.0,128.0,6,1,0.0,-1.2,3,0,-3,6,1
107.0,88.0,3,9,-0.4,0.2,3,0,-1,-2,2
60.0,5.0,5,9,-0.6,0.8,3,0,4,-1,2
48.0,155.0,10,0,0.6,-3.2,3,0,-3,3,1
133.0,50.0,1,3,-4.4,-0.6,3,0,3,0,0
47.0,3.0,5,12,-0.4,1.2,3,0,6,-4,2
13.0,33.0,3,2,-0.6,-0.6,1,0,4,0,0
71.0,40.0,5,12,-0.6,1.2,3,0,3,-3,2
11.0,37.0,15,10,2.4,1.0,3,0,-3,1,1
28.0,89.0,13,1,1.8,-1.8,3,0,-3,2,1
24.0,10.0,10,13,0.6,1.6,3,0,-1,-4,2
61.0,65.0,11,1,0.8,-1.2,3,0,-1,1,1
15.0,34.0,8,5,0.0,-0.4,3,0,-1,1,1
25.0,2.0,7,10,0.8,0.6,3,0,-1,0,0
67.0,26.0,7,12,0.2,2.2,3,0,13,1,1
33.0,19.0,3,11,-0.4,0.6,1,0,3,4,1
1.0,6.0,9,9,1.8,0.4,1,0,1,2,1
155.0,28.0,0,13,-3.4,1.2,3,0,3,-1,2
89.0,2.0,1,10,-1.6,0.6,3,0,6,-1,2
3.0,90.0,12,6,1.8,0.2,3,0,-3,3,1
88.0,32.0,9,7,0.4,0.0,3,0,7,0,0
107.0,47.0,2,5,-0.8,-0.8,3,0,-1,-1,2
65.0,63.0,1,5,-1.2,-0.6,3,0,3,0,0
5.0,71.0,9,5,0.6,-0.6,3,0,-6,4,1
50.0,103.0,3,4,-0.6,-1.0,3,0,-3,3,1
48.0,25.0,12,7,1.2,0.8,3,0,-1,-1,2
26.0,143.0,9,0,1.6,-5.4,3,0,-3,8,1
4.0,17.0,9,11,1.0,0.8,3,0,-3,-1,2
128.0,15.0,0,8,-2.4,0.0,3,0,3,-1,2
123.0,38.0,3,9,-0.8,1.4,3,0,3,-1,2
100.0,40.0,3,12,-1.4,1.2,3,0,6,0,0
11.0,61.0,15,13,2.0,1.0,3,0,-3,4,1
27.0,14.0,10,9,0.6,1.6,3,0,6,0,0
10.0,12.0,13,13,2.2,3.6,3,0,-3,0,0
24.0,133.0,9,2,-0.2,-3.4,3,0,-3,2,1
7.0,67.0,15,7,4.0,0.2,3,0,3,8,1
54.0,93.0,5,2,-0.4,-0.8,3,0,-3,2,1
49.0,18.0,15,9,3.2,0.6,1,1,3,1,1
43.0,110.0,5,1,-0.8,-3.0,1,0,9,2,1
31.0,36.0,8,4,0.2,-1.4,1,1,3,0,0
165.0,157.0,9,3,1.6,-1.6,1,0,6,2,1
165.0,157.0,9,3,1.8,-1.2,1,0,9,1,1
31.0,36.0,6,5,0.0,-1.2,1,1,4,-1,2
31.0,39.0,6,8,0.2,-0.2,1,0,1,1,1
158.0,187.0,3,0,-1.2,-5.333333333333333,1,0,3,4,1
144.0,160.0,2,7,-0.6,-0.4,1,1,2,-4,2
56.0,84.0,10,3,0.2,-0.8,1,0,2,1,1
114.0,181.0,10,3,0.6,-1.8,1,1,7,3,1
149.0,160.0,7,10,0.0,1.2,1,1,-1,-1,2
106.0,111.0,6,1,0.2,-2.8,1,0,0,1,1
165.0,181.0,3,3,-0.8,-2.0,1,0,0,2,1
149.0,144.0,7,2,0.4,-1.2,1,1,4,1,1
39.0,31.0,7,8,-0.4,0.4,1,0,2,0,0
165.0,114.0,6,13,-0.2,1.6,1,0,7,-4,2
84.0,56.0,3,10,-0.8,0.2,1,0,7,0,0
165.0,160.0,3,12,-1.2,1.4,1,0,4,1,1
114.0,149.0,15,9,2.4,0.6,1,1,11,-1,2
114.0,160.0,12,9,1.8,1.0,1,1,5,2,1
165.0,149.0,6,9,-0.8,0.0,1,0,0,-1,2
28.0,89.0,8,5,0.2,-0.4,3,0,-3,1,1
94.0,81.0,9,12,0.2,2.2,2,1,6,0,0
93.0,106.0,3,6,-2.0,-0.4,2,1,0,0,0
37.0,88.0,9,2,0.8,-0.8,3,0,2,2,1
94.0,93.0,7,4,0.0,-1.2,2,1,4,1,1
81.0,106.0,10,4,0.8,-1.6,2,1,5,-1,2
88.0,62.0,1,1,-1.2,-1.2,3,0,0,1,1
148.0,91.0,0,1,-2.6,-1.4,3,0,3,-3,2
98.0,22.0,4,9,-1.4,-0.2,3,0,3,-1,2
100.0,8.0,1,6,-1.2,0.6,3,0,-1,0,0
2.0,110.0,15,2,2.6,-0.8,3,0,-3,2,1
74.0,89.0,7,2,0.2,-1.0,3,0,-1,-3,2
58.0,71.0,5,4,-0.4,-1.4,3,0,3,3,1
3.0,49.0,10,9,0.4,0.8,3,0,-1,1,1
5.0,35.0,12,10,1.6,1.0,3,0,3,0,0
63.0,9.0,5,15,-0.6,1.6,3,0,-3,-1,2
128.0,11.0,2,11,-2.8,2.0,3,0,3,-3,2
14.0,1.0,3,9,-0.6,1.4,1,0,-1,0,0
13.0,43.0,11,5,2.6,0.0,3,0,-3,3,1
19.0,27.0,15,9,1.4,1.0,3,0,3,0,0
28.0,46.0,8,5,0.2,-0.8,3,0,-1,3,1
52.0,37.0,12,9,0.2,1.0,3,0,-1,-3,2
15.0,29.0,11,8,0.6,0.4,3,0,-2,2,1
78.0,53.0,6,5,-1.2,-0.4,3,0,6,-2,2
26.0,70.0,4,4,-1.8,-2.2,3,0,-3,2,1
36.0,125.0,2,0,-1.0,-2.4,3,0,-3,3,1
94.0,106.0,7,7,-0.2,-1.0,2,1,0,1,1
81.0,93.0,7,1,0.4,-1.6,2,1,6,2,1
12.0,32.0,7,6,1.2,0.6,1,0,-1,1,1
4.0,25.0,15,9,4.4,2.8,3,0,-3,3,1
140.0,121.0,1,8,-3.2,0.2,1,0,0,1,1
142.0,42.0,7,15,-0.8,3.0,1,0,3,0,0
41.0,60.0,8,3,0.0,-0.8,1,0,6,0,0
